filename,wound_type,healing_time_category,days_to_cure
healing-pressure-ulcer-0001.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0002.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0004.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0005.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0006.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0007.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0009.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0011.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0013.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0014.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0015.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0016.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0017.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0018.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0019.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0021.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0022.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0023.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0025.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0027.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0028.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0029.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0030.jpg,pressure_ulcer,moderate_healing,30
healing-pressure-ulcer-0031.jpg,pressure_ulcer,moderate_healing,30
healing-presure-ulcer-0008.jpg,pressure_ulcer,moderate_healing,30
healing-presure-ulcer-0012.jpg,pressure_ulcer,moderate_healing,30
healing-presure-ulcer-0026.jpg,pressure_ulcer,moderate_healing,30
healing0037.jpg,pressure_ulcer,moderate_healing,30
healing0038.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0001.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0002.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0005.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0006.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0007.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0008.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0009.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0010.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0011.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0012.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0015.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0016.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0018.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0019.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0020.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0021.jpg,pressure_ulcer,moderate_healing,30
necrotic-pressure-ulcer-0022.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0003.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0006.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0008.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0009.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0011.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0013.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0016.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0017.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0018.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0019.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0020.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0021.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0022.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0023.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0024.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0025.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0026.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0027.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0028.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0029.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0031.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0032.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0033.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0039.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0041.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0042.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0043.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0044.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0045.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0046.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0049.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0050.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0051.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-foot-0052.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-head-006.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-neck-001.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-neck-003.jpg,pressure_ulcer,moderate_healing,30
pressure-ulcer-on-neck-004.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0001.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0002.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0004.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0005.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0006.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0008.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0009.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0010.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0011.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0012.jpg,pressure_ulcer,moderate_healing,30
sloughy-pressure-ulcer-0013.jpg,pressure_ulcer,moderate_healing,30
